"from";"to";"walkTime";"distance";"popularity";"category";"rideDuration"
"1";"2";"345.767143008058";"480.232143066748";"163";"Kiddie";"60"
"1";"3";"34.68038043443";"48.1671950478195";"750";"Roller Coaster";"90"
"1";"4";"335.813750815288";"466.407987243456";"561";"Family";"90"
"1";"5";"34.1548887462729";"47.4373454809345";"713";"Spinning Ride";"120"
"1";"6";"244.97742522632";"340.246423925444";"3509";"Kiddie";"120"
"1";"7";"153.68455253118";"213.450767404417";"2344";"Family";"120"
"1";"8";"310.347716917502";"431.038495718753";"604";"Family";"120"
"1";"9";"347.830866703613";"483.098425977241";"214";"Ride";"120"
"1";"10";"30.1094818887097";"41.8187248454302";"2180";"Spinning Ride";"150"
"1";"11";"170.513383731677";"236.824144071774";"989";"Roller Coaster";"240"
"1";"12";"262.439460464098";"364.49925064458";"4839";"Ride";"270"
"1";"13";"408.491896311934";"567.349855988798";"4480";"Ride";"300"
"1";"14";"310.28907578868";"430.9570497065";"3036";"Ride";"360"
"1";"15";"389.718122518709";"541.275170164873";"1011";"Roller Coaster";"360"
"1";"16";"84.3043665636246";"117.089398005034";"7664";"Ride";"420"
"1";"17";"178.435641075659";"247.827279271749";"2110";"Water";"420"
"1";"18";"78.198442915803";"108.608948494171";"2177";"Family";"540"
"1";"19";"199.8621285393";"277.586289637917";"3823";"Show";"540"
"1";"20";"281.745036872406";"391.312551211675";"1178";"Show";"600"
"1";"21";"332.250470610232";"461.458986958656";"162";"Ride";"900"
"1";"22";"352.143349510393";"489.087985431101";"1530";"Family";"1020"
"1";"23";"115.392420221426";"160.267250307536";"1342";"Kiddie";"1200"
"1";"24";"314.338274503001";"436.580936809724";"6570";"Family";"1500"
"1";"25";"374.418461761746";"520.025641335758";"4696";"Family";"2100"
"2";"1";"345.767143008058";"480.232143066748";"532";"Ride";"60"
"2";"3";"363.956247923715";"505.494788782937";"750";"Roller Coaster";"90"
"2";"4";"20.7552194754612";"28.8266937159183";"561";"Family";"90"
"2";"5";"360.675022934011";"500.937531852793";"713";"Spinning Ride";"120"
"2";"6";"100.979274992867";"140.248993045649";"3509";"Kiddie";"120"
"2";"7";"291.235574019207";"404.493852804454";"2344";"Family";"120"
"2";"8";"37.9656340264008";"52.73004725889";"604";"Family";"120"
"2";"9";"19.4974762523602";"27.079828128278";"214";"Ride";"120"
"2";"10";"316.136606878177";"439.078620664135";"2180";"Spinning Ride";"150"
"2";"11";"278.401942333808";"386.669364352511";"989";"Roller Coaster";"240"
"2";"12";"213.991733874798";"297.210741492775";"4839";"Ride";"270"
"2";"13";"138.870701801676";"192.875974724549";"4480";"Ride";"300"
"2";"14";"138.69215602656";"192.627994481333";"3036";"Ride";"360"
"2";"15";"44.4217100790671";"61.6968195542598";"1011";"Roller Coaster";"360"
"2";"16";"262.826011868441";"365.036127595057";"7664";"Ride";"420"
"2";"17";"231.398589124921";"321.386929340168";"2110";"Water";"420"
"2";"18";"340.276060483878";"472.605639560941";"2177";"Family";"540"
"2";"19";"149.481130467559";"207.612681204942";"3823";"Show";"540"
"2";"20";"77.4359587421616";"107.549942697447";"1178";"Show";"600"
"2";"21";"42.0989919698579";"58.4708221803582";"162";"Ride";"900"
"2";"22";"65.1212130893877";"90.4461292908163";"1530";"Family";"1020"
"2";"23";"259.636988024885";"360.60692781234";"1342";"Kiddie";"1200"
"2";"24";"81.8083514166654";"113.622710300924";"6570";"Family";"1500"
"2";"25";"66.696503186049";"92.6340322028459";"4696";"Family";"2100"
"3";"1";"34.68038043443";"48.1671950478195";"532";"Ride";"60"
"3";"2";"363.956247923715";"505.494788782937";"163";"Kiddie";"60"
"3";"4";"352.477960364342";"489.552722728253";"561";"Family";"90"
"3";"5";"61.7165089214667";"85.717373502037";"713";"Spinning Ride";"120"
"3";"6";"263.047130164867";"365.343236340092";"3509";"Kiddie";"120"
"3";"7";"188.292966305461";"261.518008757585";"2344";"Family";"120"
"3";"8";"329.849067703645";"458.123705143951";"604";"Family";"120"
"3";"9";"367.591791106755";"510.544154314937";"214";"Ride";"120"
"3";"10";"58.5108186887166";"81.2650259565508";"2180";"Spinning Ride";"150"
"3";"11";"204.921511198535";"284.613209997965";"989";"Roller Coaster";"240"
"3";"12";"259.301866423982";"360.14148114442";"4839";"Ride";"270"
"3";"13";"416.060315668779";"577.861549539971";"4480";"Ride";"300"
"3";"14";"338.575521097457";"470.243779302024";"3036";"Ride";"360"
"3";"15";"408.276800791344";"567.0511122102";"1011";"Roller Coaster";"360"
"3";"16";"101.649110958992";"141.179320776377";"7664";"Ride";"420"
"3";"17";"176.781007442714";"245.52917700377";"2110";"Water";"420"
"3";"18";"111.604983611344";"155.006921682422";"2177";"Family";"540"
"3";"19";"222.161053597854";"308.557018885908";"3823";"Show";"540"
"3";"20";"296.06497570317";"411.201355143292";"1178";"Show";"600"
"3";"21";"346.990355757782";"481.931049663585";"162";"Ride";"900"
"3";"22";"364.667329162178";"506.482401614137";"1530";"Family";"1020"
"3";"23";"117.165800063699";"162.730277866249";"1342";"Kiddie";"1200"
"3";"24";"325.643256364188";"452.282300505817";"6570";"Family";"1500"
"3";"25";"387.440414563725";"538.111686894063";"4696";"Family";"2100"
"4";"1";"335.813750815288";"466.407987243456";"532";"Ride";"60"
"4";"2";"20.7552194754612";"28.8266937159183";"163";"Kiddie";"60"
"4";"3";"352.477960364342";"489.552722728253";"750";"Roller Coaster";"90"
"4";"5";"352.342216071221";"489.364188987807";"713";"Spinning Ride";"120"
"4";"6";"91.3047504217807";"126.812153363584";"3509";"Kiddie";"120"
"4";"7";"290.523889397581";"403.505401941085";"2344";"Family";"120"
"4";"8";"39.9009521933801";"55.4179891574724";"604";"Family";"120"
"4";"9";"39.2451837738485";"54.5071996859007";"214";"Ride";"120"
"4";"10";"306.530560936909";"425.736890190152";"2180";"Spinning Ride";"150"
"4";"11";"278.837101861385";"387.273752585257";"989";"Roller Coaster";"240"
"4";"12";"193.621712879117";"268.91904566544";"4839";"Ride";"270"
"4";"13";"125.678402708041";"174.553337094502";"4480";"Ride";"300"
"4";"14";"151.145393943228";"209.924158254484";"3036";"Ride";"360"
"4";"15";"59.7127203735021";"82.9343338520862";"1011";"Roller Coaster";"360"
"4";"16";"252.108611147852";"350.150848816461";"7664";"Ride";"420"
"4";"17";"214.038795049923";"297.276104236004";"2110";"Water";"420"
"4";"18";"334.754866199721";"464.937314166279";"2177";"Family";"540"
"4";"19";"143.471470595563";"199.265931382726";"3823";"Show";"540"
"4";"20";"60.2192951606062";"83.6379099452864";"1178";"Show";"600"
"4";"21";"21.7494520497745";"30.2075722913535";"162";"Ride";"900"
"4";"22";"48.3841571689541";"67.200218290214";"1530";"Family";"1020"
"4";"23";"245.426643880477";"340.870338722885";"1342";"Kiddie";"1200"
"4";"24";"61.0588644246796";"84.8039783676105";"6570";"Family";"1500"
"4";"25";"55.9143128070836";"77.6587677876161";"4696";"Family";"2100"
"5";"1";"34.1548887462729";"47.4373454809345";"532";"Ride";"60"
"5";"2";"360.675022934011";"500.937531852793";"163";"Kiddie";"60"
"5";"3";"61.7165089214667";"85.717373502037";"750";"Roller Coaster";"90"
"5";"4";"352.342216071221";"489.364188987807";"561";"Family";"90"
"5";"6";"261.037476380961";"362.552050529113";"3509";"Kiddie";"120"
"5";"7";"137.899272820211";"191.526767805849";"2344";"Family";"120"
"5";"8";"324.142969094665";"450.198568187035";"604";"Family";"120"
"5";"9";"361.026397214829";"501.425551687262";"214";"Ride";"120"
"5";"10";"50.5574398715026";"70.2186664881981";"2180";"Spinning Ride";"150"
"5";"11";"156.518256610467";"217.386467514538";"989";"Roller Coaster";"240"
"5";"12";"292.922285790851";"406.836508042848";"4839";"Ride";"270"
"5";"13";"432.231931506656";"600.322127092578";"4480";"Ride";"300"
"5";"14";"312.008654235297";"433.345353104579";"3036";"Ride";"360"
"5";"15";"403.944485506796";"561.034007648328";"1011";"Roller Coaster";"360"
"5";"16";"106.557244446741";"147.996172842696";"7664";"Ride";"420"
"5";"17";"208.939280324681";"290.19344489539";"2110";"Water";"420"
"5";"18";"53.3599716904726";"74.111071792323";"2177";"Family";"540"
"5";"19";"211.982626672267";"294.420314822594";"3823";"Show";"540"
"5";"20";"300.93743133246";"417.968654628416";"1178";"Show";"600"
"5";"21";"350.628380528379";"486.983861844971";"162";"Ride";"900"
"5";"22";"372.328414922529";"517.122798503513";"1530";"Family";"1020"
"5";"23";"145.54842736656";"202.150593564667";"1342";"Kiddie";"1200"
"5";"24";"335.785456772443";"466.368689961726";"6570";"Family";"1500"
"5";"25";"394.044748502193";"547.284372919712";"4696";"Family";"2100"
"6";"1";"244.97742522632";"340.246423925444";"532";"Ride";"60"
"6";"2";"100.979274992867";"140.248993045649";"163";"Kiddie";"60"
"6";"3";"263.047130164867";"365.343236340092";"750";"Roller Coaster";"90"
"6";"4";"91.3047504217807";"126.812153363584";"561";"Family";"90"
"6";"5";"261.037476380961";"362.552050529113";"713";"Spinning Ride";"120"
"6";"7";"208.887872132045";"290.12204462784";"2344";"Family";"120"
"6";"8";"67.6369138710134";"93.9401581541853";"604";"Family";"120"
"6";"9";"105.289736089539";"146.235744568804";"214";"Ride";"120"
"6";"10";"215.497448746579";"299.302012148027";"2180";"Spinning Ride";"150"
"6";"11";"200.31407181451";"278.213988631264";"989";"Roller Coaster";"240"
"6";"12";"161.750089490193";"224.652902069713";"4839";"Ride";"270"
"6";"13";"190.454560888429";"264.520223456151";"4480";"Ride";"300"
"6";"14";"135.380920355379";"188.029056049137";"3036";"Ride";"360"
"6";"15";"145.236798851068";"201.717776182038";"1011";"Roller Coaster";"360"
"6";"16";"161.84691580835";"224.787383067153";"7664";"Ride";"420"
"6";"17";"146.324225167426";"203.228090510314";"2110";"Water";"420"
"6";"18";"244.804774106758";"340.006630703831";"2177";"Family";"540"
"6";"19";"55.3398603354122";"76.8609171325169";"3823";"Show";"540"
"6";"20";"48.153355623823";"66.8796605886431";"1178";"Show";"600"
"6";"21";"91.5050028380422";"127.090281719503";"162";"Ride";"900"
"6";"22";"117.561363616021";"163.279671688918";"1530";"Family";"1020"
"6";"23";"162.095137225423";"225.13213503531";"1342";"Kiddie";"1200"
"6";"24";"90.2324333069795";"125.322824037472";"6570";"Family";"1500"
"6";"25";"136.805501872032";"190.007641488933";"4696";"Family";"2100"
"7";"1";"153.68455253118";"213.450767404417";"532";"Ride";"60"
"7";"2";"291.235574019207";"404.493852804454";"163";"Kiddie";"60"
"7";"3";"188.292966305461";"261.518008757585";"750";"Roller Coaster";"90"
"7";"4";"290.523889397581";"403.505401941085";"561";"Family";"90"
"7";"5";"137.899272820211";"191.526767805849";"713";"Spinning Ride";"120"
"7";"6";"208.887872132045";"290.12204462784";"3509";"Kiddie";"120"
"7";"8";"253.527624992497";"352.121701378468";"604";"Family";"120"
"7";"9";"284.604210084671";"395.283625117599";"214";"Ride";"120"
"7";"10";"134.921734183214";"187.391297476686";"2180";"Spinning Ride";"150"
"7";"11";"19.9491560064726";"27.7071611201009";"989";"Roller Coaster";"240"
"7";"12";"315.225232759225";"437.812823276702";"4839";"Ride";"270"
"7";"13";"399.262488496696";"554.531234023189";"4480";"Ride";"300"
"7";"14";"199.950135141232";"277.708521029489";"3036";"Ride";"360"
"7";"15";"328.598485430837";"456.386785320608";"1011";"Roller Coaster";"360"
"7";"16";"141.609211226158";"196.679460036331";"7664";"Ride";"420"
"7";"17";"243.935988574944";"338.799984131867";"2110";"Water";"420"
"7";"18";"87.0179751982915";"120.858298886516";"2177";"Family";"540"
"7";"19";"154.12638810064";"214.064427917556";"3823";"Show";"540"
"7";"20";"256.881832490232";"356.780322903099";"1178";"Show";"600"
"7";"21";"297.229571549678";"412.818849374553";"162";"Ride";"900"
"7";"22";"325.493236326872";"452.073939342878";"1530";"Family";"1020"
"7";"23";"194.710657766858";"270.431469120636";"1342";"Kiddie";"1200"
"7";"24";"298.574409754671";"414.686680214821";"6570";"Family";"1500"
"7";"25";"342.850025012469";"476.180590295096";"4696";"Family";"2100"
"8";"1";"310.347716917502";"431.038495718753";"532";"Ride";"60"
"8";"2";"37.9656340264008";"52.73004725889";"163";"Kiddie";"60"
"8";"3";"329.849067703645";"458.123705143951";"750";"Roller Coaster";"90"
"8";"4";"39.9009521933801";"55.4179891574724";"561";"Family";"90"
"8";"5";"324.142969094665";"450.198568187035";"713";"Spinning Ride";"120"
"8";"6";"67.6369138710134";"93.9401581541853";"3509";"Kiddie";"120"
"8";"7";"253.527624992497";"352.121701378468";"2344";"Family";"120"
"8";"9";"37.7716227987024";"52.46058722042";"214";"Ride";"120"
"8";"10";"280.514989476005";"389.604152050006";"2180";"Spinning Ride";"150"
"8";"11";"241.013873887181";"334.741491509973";"989";"Roller Coaster";"240"
"8";"12";"203.66143728063";"282.863107334208";"4839";"Ride";"270"
"8";"13";"164.495508991907";"228.465984710982";"4480";"Ride";"300"
"8";"14";"114.322204738741";"158.780839914918";"3036";"Ride";"360"
"8";"15";"79.8139280247679";"110.852677812178";"1011";"Roller Coaster";"360"
"8";"16";"228.30440344473";"317.089449228791";"7664";"Ride";"420"
"8";"17";"207.896724959511";"288.745451332654";"2110";"Water";"420"
"8";"18";"302.61814504844";"420.302979233944";"2177";"Family";"540"
"8";"19";"112.355351783668";"156.049099699539";"3823";"Show";"540"
"8";"20";"60.7269019445905";"84.3429193674868";"1178";"Show";"600"
"8";"21";"55.6339367363425";"77.2693565782534";"162";"Ride";"900"
"8";"22";"85.9654948002434";"119.396520555894";"1530";"Family";"1020"
"8";"23";"229.429063347196";"318.651476871105";"1342";"Kiddie";"1200"
"8";"24";"84.5834974256957";"117.477079757911";"6570";"Family";"1500"
"8";"25";"95.8006803272933";"133.056500454574";"4696";"Family";"2100"
"9";"1";"347.830866703613";"483.098425977241";"532";"Ride";"60"
"9";"2";"19.4974762523602";"27.079828128278";"163";"Kiddie";"60"
"9";"3";"367.591791106755";"510.544154314937";"750";"Roller Coaster";"90"
"9";"4";"39.2451837738485";"54.5071996859007";"561";"Family";"90"
"9";"5";"361.026397214829";"501.425551687262";"713";"Spinning Ride";"120"
"9";"6";"105.289736089539";"146.235744568804";"3509";"Kiddie";"120"
"9";"7";"284.604210084671";"395.283625117599";"2344";"Family";"120"
"9";"8";"37.7716227987024";"52.46058722042";"604";"Family";"120"
"9";"10";"317.938205198539";"441.580840553527";"2180";"Spinning Ride";"150"
"9";"11";"270.81171702564";"376.127384757833";"989";"Roller Coaster";"240"
"9";"12";"230.011078412738";"319.459831128803";"4839";"Ride";"270"
"9";"13";"157.180699383685";"218.306526921785";"4480";"Ride";"300"
"9";"14";"122.349117565435";"169.929329951993";"3036";"Ride";"360"
"9";"15";"44.2018657366398";"61.3914801897775";"1011";"Roller Coaster";"360"
"9";"16";"266.021359465071";"369.474110368154";"7664";"Ride";"420"
"9";"17";"242.431089435177";"336.709846437745";"2110";"Water";"420"
"9";"18";"337.915485099551";"469.327062638265";"2177";"Family";"540"
"9";"19";"149.044302066919";"207.005975092943";"3823";"Show";"540"
"9";"20";"90.0244643716656";"125.03397829398";"1178";"Show";"600"
"9";"21";"60.9699259906004";"84.6804527647228";"162";"Ride";"900"
"9";"22";"84.5674003832052";"117.454722754452";"1530";"Family";"1020"
"9";"23";"266.68448158581";"370.395113313625";"1342";"Kiddie";"1200"
"9";"24";"99.8732716599005";"138.712877305417";"6570";"Family";"1500"
"9";"25";"84.7668627404596";"117.731753806194";"4696";"Family";"2100"
"10";"1";"30.1094818887097";"41.8187248454302";"532";"Ride";"60"
"10";"2";"316.136606878177";"439.078620664135";"163";"Kiddie";"60"
"10";"3";"58.5108186887166";"81.2650259565508";"750";"Roller Coaster";"90"
"10";"4";"306.530560936909";"425.736890190152";"561";"Family";"90"
"10";"5";"50.5574398715026";"70.2186664881981";"713";"Spinning Ride";"120"
"10";"6";"215.497448746579";"299.302012148027";"3509";"Kiddie";"120"
"10";"7";"134.921734183214";"187.391297476686";"2344";"Family";"120"
"10";"8";"280.514989476005";"389.604152050006";"604";"Family";"120"
"10";"9";"317.938205198539";"441.580840553527";"214";"Ride";"120"
"10";"11";"149.956210632834";"208.272514767825";"989";"Roller Coaster";"240"
"10";"12";"243.311631033331";"337.932820879627";"4839";"Ride";"270"
"10";"13";"382.369899323284";"531.069304615672";"4480";"Ride";"300"
"10";"14";"281.146053950721";"390.480630487113";"3036";"Ride";"360"
"10";"15";"359.990225315911";"499.986424049877";"1011";"Roller Coaster";"360"
"10";"16";"56.6287639151915";"78.6510609933215";"7664";"Ride";"420"
"10";"17";"159.56506861668";"221.6181508565";"2110";"Water";"420"
"10";"18";"73.3969800152469";"101.940250021176";"2177";"Family";"540"
"10";"19";"169.791753136133";"235.82187935574";"3823";"Show";"540"
"10";"20";"253.24117441075";"351.723853348263";"1178";"Show";"600"
"10";"21";"303.505269084701";"421.535095950974";"162";"Ride";"900"
"10";"22";"324.099587759952";"450.138316333267";"1530";"Family";"1020"
"10";"23";"96.3312980076511";"133.793469455071";"1342";"Kiddie";"1200"
"10";"24";"286.849200046933";"398.401666731852";"6570";"Family";"1500"
"10";"25";"346.159635756076";"480.777271883438";"4696";"Family";"2100"
"11";"1";"170.513383731677";"236.824144071774";"532";"Ride";"60"
"11";"2";"278.401942333808";"386.669364352511";"163";"Kiddie";"60"
"11";"3";"204.921511198535";"284.613209997965";"750";"Roller Coaster";"90"
"11";"4";"278.837101861385";"387.273752585257";"561";"Family";"90"
"11";"5";"156.518256610467";"217.386467514538";"713";"Spinning Ride";"120"
"11";"6";"200.31407181451";"278.213988631264";"3509";"Kiddie";"120"
"11";"7";"19.9491560064726";"27.7071611201009";"2344";"Family";"120"
"11";"8";"241.013873887181";"334.741491509973";"604";"Family";"120"
"11";"9";"270.81171702564";"376.127384757833";"214";"Ride";"120"
"11";"10";"149.956210632834";"208.272514767825";"2180";"Spinning Ride";"150"
"11";"12";"315.691142159875";"438.459919666493";"4839";"Ride";"270"
"11";"13";"390.656056935266";"542.577856854536";"4480";"Ride";"300"
"11";"14";"181.822303798265";"252.530977497591";"3036";"Ride";"360"
"11";"15";"314.551070518685";"436.876486831508";"1011";"Roller Coaster";"360"
"11";"16";"150.444409665036";"208.950568979217";"7664";"Ride";"420"
"11";"17";"247.750278760621";"344.097609389751";"2110";"Water";"420"
"11";"18";"106.479337262023";"147.887968419477";"2177";"Family";"540"
"11";"19";"146.679894231563";"203.722075321615";"3823";"Show";"540"
"11";"20";"248.467334500147";"345.093520139093";"1178";"Show";"600"
"11";"21";"286.720748454415";"398.223261742243";"162";"Ride";"900"
"11";"22";"315.608693869911";"438.345408152655";"1530";"Family";"1020"
"11";"23";"202.165990250334";"280.786097569908";"1342";"Kiddie";"1200"
"11";"24";"290.48743681191";"403.454773349875";"6570";"Family";"1500"
"11";"25";"332.13825416095";"461.303130779097";"4696";"Family";"2100"
"12";"1";"262.439460464098";"364.49925064458";"532";"Ride";"60"
"12";"2";"213.991733874798";"297.210741492775";"163";"Kiddie";"60"
"12";"3";"259.301866423982";"360.14148114442";"750";"Roller Coaster";"90"
"12";"4";"193.621712879117";"268.91904566544";"561";"Family";"90"
"12";"5";"292.922285790851";"406.836508042848";"713";"Spinning Ride";"120"
"12";"6";"161.750089490193";"224.652902069713";"3509";"Kiddie";"120"
"12";"7";"315.225232759225";"437.812823276702";"2344";"Family";"120"
"12";"8";"203.66143728063";"282.863107334208";"604";"Family";"120"
"12";"9";"230.011078412738";"319.459831128803";"214";"Ride";"120"
"12";"10";"243.311631033331";"337.932820879627";"2180";"Spinning Ride";"150"
"12";"11";"315.691142159875";"438.459919666493";"989";"Roller Coaster";"240"
"12";"13";"182.423836097515";"253.366439024327";"4480";"Ride";"300"
"12";"14";"297.024626789857";"412.534203874802";"3036";"Ride";"360"
"12";"15";"249.467290156093";"346.482347439019";"1011";"Roller Coaster";"360"
"12";"16";"193.286213443247";"268.453074226732";"7664";"Ride";"420"
"12";"17";"84.0404533276372";"116.72285184394";"2110";"Water";"420"
"12";"18";"306.66789984305";"425.927638670903";"2177";"Family";"540"
"12";"19";"187.098038095844";"259.858386244228";"3823";"Show";"540"
"12";"20";"142.934767591242";"198.520510543392";"1178";"Show";"600"
"12";"21";"174.614694141571";"242.520408529959";"162";"Ride";"900"
"12";"22";"170.246328237386";"236.453233663036";"1530";"Family";"1020"
"12";"23";"147.389834152145";"204.70810298909";"1342";"Kiddie";"1200"
"12";"24";"134.894659995176";"187.353694437744";"6570";"Family";"1500"
"12";"25";"191.056586777034";"265.356370523659";"4696";"Family";"2100"
"13";"1";"408.491896311934";"567.349855988798";"532";"Ride";"60"
"13";"2";"138.870701801676";"192.875974724549";"163";"Kiddie";"60"
"13";"3";"416.060315668779";"577.861549539971";"750";"Roller Coaster";"90"
"13";"4";"125.678402708041";"174.553337094502";"561";"Family";"90"
"13";"5";"432.231931506656";"600.322127092578";"713";"Spinning Ride";"120"
"13";"6";"190.454560888429";"264.520223456151";"3509";"Kiddie";"120"
"13";"7";"399.262488496696";"554.531234023189";"2344";"Family";"120"
"13";"8";"164.495508991907";"228.465984710982";"604";"Family";"120"
"13";"9";"157.180699383685";"218.306526921785";"214";"Ride";"120"
"13";"10";"382.369899323284";"531.069304615672";"2180";"Spinning Ride";"150"
"13";"11";"390.656056935266";"542.577856854536";"989";"Roller Coaster";"240"
"13";"12";"182.423836097515";"253.366439024327";"4839";"Ride";"270"
"13";"14";"276.64078841273";"384.223317239903";"3036";"Ride";"360"
